maple_atomic/Rewards Mean,maple_atomic/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std
0.641437578,0.893415963,0.02384857,0.027979361,0.089905628,0.132412579,0.054569027,0.07557519,0.01122309,0.007851017
0.641437578,0.893415963,0.02384857,0.027979361,0.089905628,0.132412579,0.054569027,0.07557519,0.01122309,0.007851017
0.641437578,0.893415963,0.02384857,0.027979361,0.089905628,0.132412579,0.054569027,0.07557519,0.01122309,0.007851017
0.540770832,0.433089169,0.043181357,0.04431384,0.028744318,0.023142149,0.073223583,0.065291594,0.021199259,0.076585056
0.540770832,0.433089169,0.043181357,0.04431384,0.028744318,0.023142149,0.073223583,0.065291594,0.021199259,0.076585056
0.540770832,0.433089169,0.043181357,0.04431384,0.028744318,0.023142149,0.073223583,0.065291594,0.021199259,0.076585056
0.540770832,0.433089169,0.043181357,0.04431384,0.028744318,0.023142149,0.073223583,0.065291594,0.021199259,0.076585056
0.540770832,0.433089169,0.043181357,0.04431384,0.028744318,0.023142149,0.073223583,0.065291594,0.021199259,0.076585056
0.540770832,0.433089169,0.043181357,0.04431384,0.028744318,0.023142149,0.073223583,0.065291594,0.021199259,0.076585056
0.540770832,0.433089169,0.043181357,0.04431384,0.028744318,0.023142149,0.073223583,0.065291594,0.021199259,0.076585056
0.540770832,0.433089169,0.043181357,0.04431384,0.028744318,0.023142149,0.073223583,0.065291594,0.021199259,0.076585056
0.540770832,0.433089169,0.043181357,0.04431384,0.028744318,0.023142149,0.073223583,0.065291594,0.021199259,0.076585056
0.540770832,0.433089169,0.043181357,0.04431384,0.028744318,0.023142149,0.073223583,0.065291594,0.021199259,0.076585056
0.687285128,0.417682732,0.117320009,0.138353102,0.136736479,0.137893697,0.130638438,0.13927299,0.007915443,0.012358332
0.687285128,0.417682732,0.117320009,0.138353102,0.136736479,0.137893697,0.130638438,0.13927299,0.007915443,0.012358332
0.687285128,0.417682732,0.117320009,0.138353102,0.136736479,0.137893697,0.130638438,0.13927299,0.007915443,0.012358332
0.687285128,0.417682732,0.117320009,0.138353102,0.136736479,0.137893697,0.130638438,0.13927299,0.007915443,0.012358332
0.687285128,0.417682732,0.117320009,0.138353102,0.136736479,0.137893697,0.130638438,0.13927299,0.007915443,0.012358332
0.687285128,0.417682732,0.117320009,0.138353102,0.136736479,0.137893697,0.130638438,0.13927299,0.007915443,0.012358332
0.687285128,0.417682732,0.117320009,0.138353102,0.136736479,0.137893697,0.130638438,0.13927299,0.007915443,0.012358332
0.687285128,0.417682732,0.117320009,0.138353102,0.136736479,0.137893697,0.130638438,0.13927299,0.007915443,0.012358332
0.687285128,0.417682732,0.117320009,0.138353102,0.136736479,0.137893697,0.130638438,0.13927299,0.007915443,0.012358332
0.687285128,0.417682732,0.117320009,0.138353102,0.136736479,0.137893697,0.130638438,0.13927299,0.007915443,0.012358332
0.596062484,0.319340398,0.134272033,0.153498563,0.078672014,0.095796455,0.023461477,0.022277,0.069895445,0.211389364
0.596062484,0.319340398,0.134272033,0.153498563,0.078672014,0.095796455,0.023461477,0.022277,0.069895445,0.211389364
0.596062484,0.319340398,0.134272033,0.153498563,0.078672014,0.095796455,0.023461477,0.022277,0.069895445,0.211389364
0.596062484,0.319340398,0.134272033,0.153498563,0.078672014,0.095796455,0.023461477,0.022277,0.069895445,0.211389364
0.596062484,0.319340398,0.134272033,0.153498563,0.078672014,0.095796455,0.023461477,0.022277,0.069895445,0.211389364
0.596062484,0.319340398,0.134272033,0.153498563,0.078672014,0.095796455,0.023461477,0.022277,0.069895445,0.211389364
0.596062484,0.319340398,0.134272033,0.153498563,0.078672014,0.095796455,0.023461477,0.022277,0.069895445,0.211389364
0.596062484,0.319340398,0.134272033,0.153498563,0.078672014,0.095796455,0.023461477,0.022277,0.069895445,0.211389364
0.596062484,0.319340398,0.134272033,0.153498563,0.078672014,0.095796455,0.023461477,0.022277,0.069895445,0.211389364
0.596062484,0.319340398,0.134272033,0.153498563,0.078672014,0.095796455,0.023461477,0.022277,0.069895445,0.211389364
0.761618478,0.439708967,0.165511064,0.164930719,0.083087628,0.086334369,0.095858988,0.122113271,0.076301493,0.220498895
0.761618478,0.439708967,0.165511064,0.164930719,0.083087628,0.086334369,0.095858988,0.122113271,0.076301493,0.220498895
0.761618478,0.439708967,0.165511064,0.164930719,0.083087628,0.086334369,0.095858988,0.122113271,0.076301493,0.220498895
0.761618478,0.439708967,0.165511064,0.164930719,0.083087628,0.086334369,0.095858988,0.122113271,0.076301493,0.220498895
0.761618478,0.439708967,0.165511064,0.164930719,0.083087628,0.086334369,0.095858988,0.122113271,0.076301493,0.220498895
0.761618478,0.439708967,0.165511064,0.164930719,0.083087628,0.086334369,0.095858988,0.122113271,0.076301493,0.220498895
0.761618478,0.439708967,0.165511064,0.164930719,0.083087628,0.086334369,0.095858988,0.122113271,0.076301493,0.220498895
0.761618478,0.439708967,0.165511064,0.164930719,0.083087628,0.086334369,0.095858988,0.122113271,0.076301493,0.220498895
0.761618478,0.439708967,0.165511064,0.164930719,0.083087628,0.086334369,0.095858988,0.122113271,0.076301493,0.220498895
0.761618478,0.439708967,0.165511064,0.164930719,0.083087628,0.086334369,0.095858988,0.122113271,0.076301493,0.220498895
0.589731067,0.403289413,0.077453392,0.119200353,0.046122147,0.017490231,0.16577915,0.143804529,0.018964361,0.068499853
0.589731067,0.403289413,0.077453392,0.119200353,0.046122147,0.017490231,0.16577915,0.143804529,0.018964361,0.068499853
0.589731067,0.403289413,0.077453392,0.119200353,0.046122147,0.017490231,0.16577915,0.143804529,0.018964361,0.068499853
0.589731067,0.403289413,0.077453392,0.119200353,0.046122147,0.017490231,0.16577915,0.143804529,0.018964361,0.068499853
0.589731067,0.403289413,0.077453392,0.119200353,0.046122147,0.017490231,0.16577915,0.143804529,0.018964361,0.068499853
0.589731067,0.403289413,0.077453392,0.119200353,0.046122147,0.017490231,0.16577915,0.143804529,0.018964361,0.068499853
0.589731067,0.403289413,0.077453392,0.119200353,0.046122147,0.017490231,0.16577915,0.143804529,0.018964361,0.068499853
0.589731067,0.403289413,0.077453392,0.119200353,0.046122147,0.017490231,0.16577915,0.143804529,0.018964361,0.068499853
0.589731067,0.403289413,0.077453392,0.119200353,0.046122147,0.017490231,0.16577915,0.143804529,0.018964361,0.068499853
0.589731067,0.403289413,0.077453392,0.119200353,0.046122147,0.017490231,0.16577915,0.143804529,0.018964361,0.068499853
0.821174882,0.606853738,0.078191534,0.128224128,0.039819988,0.025655314,0.07363067,0.13158367,0.020483502,0.079611512
0.821174882,0.606853738,0.078191534,0.128224128,0.039819988,0.025655314,0.07363067,0.13158367,0.020483502,0.079611512
0.821174882,0.606853738,0.078191534,0.128224128,0.039819988,0.025655314,0.07363067,0.13158367,0.020483502,0.079611512
0.821174882,0.606853738,0.078191534,0.128224128,0.039819988,0.025655314,0.07363067,0.13158367,0.020483502,0.079611512
0.821174882,0.606853738,0.078191534,0.128224128,0.039819988,0.025655314,0.07363067,0.13158367,0.020483502,0.079611512
0.821174882,0.606853738,0.078191534,0.128224128,0.039819988,0.025655314,0.07363067,0.13158367,0.020483502,0.079611512
0.821174882,0.606853738,0.078191534,0.128224128,0.039819988,0.025655314,0.07363067,0.13158367,0.020483502,0.079611512
0.821174882,0.606853738,0.078191534,0.128224128,0.039819988,0.025655314,0.07363067,0.13158367,0.020483502,0.079611512
0.821174882,0.606853738,0.078191534,0.128224128,0.039819988,0.025655314,0.07363067,0.13158367,0.020483502,0.079611512
0.821174882,0.606853738,0.078191534,0.128224128,0.039819988,0.025655314,0.07363067,0.13158367,0.020483502,0.079611512
0.6546113,0.33154223,0.085578431,0.135930633,0.042572697,0.022061521,0.084467864,0.112860824,0.102333129,0.279814262
0.6546113,0.33154223,0.085578431,0.135930633,0.042572697,0.022061521,0.084467864,0.112860824,0.102333129,0.279814262
0.6546113,0.33154223,0.085578431,0.135930633,0.042572697,0.022061521,0.084467864,0.112860824,0.102333129,0.279814262
0.6546113,0.33154223,0.085578431,0.135930633,0.042572697,0.022061521,0.084467864,0.112860824,0.102333129,0.279814262
0.6546113,0.33154223,0.085578431,0.135930633,0.042572697,0.022061521,0.084467864,0.112860824,0.102333129,0.279814262
0.6546113,0.33154223,0.085578431,0.135930633,0.042572697,0.022061521,0.084467864,0.112860824,0.102333129,0.279814262
0.6546113,0.33154223,0.085578431,0.135930633,0.042572697,0.022061521,0.084467864,0.112860824,0.102333129,0.279814262
0.6546113,0.33154223,0.085578431,0.135930633,0.042572697,0.022061521,0.084467864,0.112860824,0.102333129,0.279814262
0.6546113,0.33154223,0.085578431,0.135930633,0.042572697,0.022061521,0.084467864,0.112860824,0.102333129,0.279814262
0.6546113,0.33154223,0.085578431,0.135930633,0.042572697,0.022061521,0.084467864,0.112860824,0.102333129,0.279814262
0.711935845,0.369205838,0.076053082,0.127174664,0.047502712,0.029670106,0.049361043,0.093616463,0.123131433,0.248173148
0.711935845,0.369205838,0.076053082,0.127174664,0.047502712,0.029670106,0.049361043,0.093616463,0.123131433,0.248173148
0.711935845,0.369205838,0.076053082,0.127174664,0.047502712,0.029670106,0.049361043,0.093616463,0.123131433,0.248173148
0.711935845,0.369205838,0.076053082,0.127174664,0.047502712,0.029670106,0.049361043,0.093616463,0.123131433,0.248173148
0.711935845,0.369205838,0.076053082,0.127174664,0.047502712,0.029670106,0.049361043,0.093616463,0.123131433,0.248173148
0.711935845,0.369205838,0.076053082,0.127174664,0.047502712,0.029670106,0.049361043,0.093616463,0.123131433,0.248173148
0.711935845,0.369205838,0.076053082,0.127174664,0.047502712,0.029670106,0.049361043,0.093616463,0.123131433,0.248173148
0.711935845,0.369205838,0.076053082,0.127174664,0.047502712,0.029670106,0.049361043,0.093616463,0.123131433,0.248173148
0.711935845,0.369205838,0.076053082,0.127174664,0.047502712,0.029670106,0.049361043,0.093616463,0.123131433,0.248173148
0.711935845,0.369205838,0.076053082,0.127174664,0.047502712,0.029670106,0.049361043,0.093616463,0.123131433,0.248173148
0.618129455,0.325428202,0.033738566,0.071194543,0.057783345,0.028109874,0.154333873,0.182295334,0.155427175,0.302641313
0.618129455,0.325428202,0.033738566,0.071194543,0.057783345,0.028109874,0.154333873,0.182295334,0.155427175,0.302641313
0.618129455,0.325428202,0.033738566,0.071194543,0.057783345,0.028109874,0.154333873,0.182295334,0.155427175,0.302641313
0.618129455,0.325428202,0.033738566,0.071194543,0.057783345,0.028109874,0.154333873,0.182295334,0.155427175,0.302641313
0.618129455,0.325428202,0.033738566,0.071194543,0.057783345,0.028109874,0.154333873,0.182295334,0.155427175,0.302641313
0.618129455,0.325428202,0.033738566,0.071194543,0.057783345,0.028109874,0.154333873,0.182295334,0.155427175,0.302641313
0.618129455,0.325428202,0.033738566,0.071194543,0.057783345,0.028109874,0.154333873,0.182295334,0.155427175,0.302641313
0.618129455,0.325428202,0.033738566,0.071194543,0.057783345,0.028109874,0.154333873,0.182295334,0.155427175,0.302641313
0.618129455,0.325428202,0.033738566,0.071194543,0.057783345,0.028109874,0.154333873,0.182295334,0.155427175,0.302641313
0.618129455,0.325428202,0.033738566,0.071194543,0.057783345,0.028109874,0.154333873,0.182295334,0.155427175,0.302641313
0.793170072,0.459325078,0.022302914,0.069070488,0.04157519,0.028300421,0.109306175,0.122816155,0.154324032,0.328550009
0.793170072,0.459325078,0.022302914,0.069070488,0.04157519,0.028300421,0.109306175,0.122816155,0.154324032,0.328550009
0.793170072,0.459325078,0.022302914,0.069070488,0.04157519,0.028300421,0.109306175,0.122816155,0.154324032,0.328550009
0.793170072,0.459325078,0.022302914,0.069070488,0.04157519,0.028300421,0.109306175,0.122816155,0.154324032,0.328550009
0.793170072,0.459325078,0.022302914,0.069070488,0.04157519,0.028300421,0.109306175,0.122816155,0.154324032,0.328550009
0.793170072,0.459325078,0.022302914,0.069070488,0.04157519,0.028300421,0.109306175,0.122816155,0.154324032,0.328550009
0.793170072,0.459325078,0.022302914,0.069070488,0.04157519,0.028300421,0.109306175,0.122816155,0.154324032,0.328550009
0.793170072,0.459325078,0.022302914,0.069070488,0.04157519,0.028300421,0.109306175,0.122816155,0.154324032,0.328550009
0.793170072,0.459325078,0.022302914,0.069070488,0.04157519,0.028300421,0.109306175,0.122816155,0.154324032,0.328550009
0.793170072,0.459325078,0.022302914,0.069070488,0.04157519,0.028300421,0.109306175,0.122816155,0.154324032,0.328550009
0.650979815,0.346398532,0.058748922,0.127884437,0.044953054,0.032447214,0.05866928,0.116523304,0.2373248,0.404028624
0.650979815,0.346398532,0.058748922,0.127884437,0.044953054,0.032447214,0.05866928,0.116523304,0.2373248,0.404028624
0.650979815,0.346398532,0.058748922,0.127884437,0.044953054,0.032447214,0.05866928,0.116523304,0.2373248,0.404028624
0.650979815,0.346398532,0.058748922,0.127884437,0.044953054,0.032447214,0.05866928,0.116523304,0.2373248,0.404028624
0.650979815,0.346398532,0.058748922,0.127884437,0.044953054,0.032447214,0.05866928,0.116523304,0.2373248,0.404028624
0.650979815,0.346398532,0.058748922,0.127884437,0.044953054,0.032447214,0.05866928,0.116523304,0.2373248,0.404028624
0.650979815,0.346398532,0.058748922,0.127884437,0.044953054,0.032447214,0.05866928,0.116523304,0.2373248,0.404028624
0.650979815,0.346398532,0.058748922,0.127884437,0.044953054,0.032447214,0.05866928,0.116523304,0.2373248,0.404028624
0.650979815,0.346398532,0.058748922,0.127884437,0.044953054,0.032447214,0.05866928,0.116523304,0.2373248,0.404028624
0.650979815,0.346398532,0.058748922,0.127884437,0.044953054,0.032447214,0.05866928,0.116523304,0.2373248,0.404028624
1.000740942,0.943033643,0.011487323,0.00801338,0.028624072,0.03636299,0.126993869,0.287468274,0.264879365,0.391085501
1.000740942,0.943033643,0.011487323,0.00801338,0.028624072,0.03636299,0.126993869,0.287468274,0.264879365,0.391085501
1.000740942,0.943033643,0.011487323,0.00801338,0.028624072,0.03636299,0.126993869,0.287468274,0.264879365,0.391085501
1.000740942,0.943033643,0.011487323,0.00801338,0.028624072,0.03636299,0.126993869,0.287468274,0.264879365,0.391085501
1.000740942,0.943033643,0.011487323,0.00801338,0.028624072,0.03636299,0.126993869,0.287468274,0.264879365,0.391085501
1.000740942,0.943033643,0.011487323,0.00801338,0.028624072,0.03636299,0.126993869,0.287468274,0.264879365,0.391085501
1.000740942,0.943033643,0.011487323,0.00801338,0.028624072,0.03636299,0.126993869,0.287468274,0.264879365,0.391085501
1.000740942,0.943033643,0.011487323,0.00801338,0.028624072,0.03636299,0.126993869,0.287468274,0.264879365,0.391085501
1.000740942,0.943033643,0.011487323,0.00801338,0.028624072,0.03636299,0.126993869,0.287468274,0.264879365,0.391085501
1.000740942,0.943033643,0.011487323,0.00801338,0.028624072,0.03636299,0.126993869,0.287468274,0.264879365,0.391085501
0.920715346,0.78152184,0.02106254,0.066036201,0.027821167,0.025524153,0.43223738,0.410491805,0.301224527,0.432488877
0.920715346,0.78152184,0.02106254,0.066036201,0.027821167,0.025524153,0.43223738,0.410491805,0.301224527,0.432488877
0.920715346,0.78152184,0.02106254,0.066036201,0.027821167,0.025524153,0.43223738,0.410491805,0.301224527,0.432488877
0.920715346,0.78152184,0.02106254,0.066036201,0.027821167,0.025524153,0.43223738,0.410491805,0.301224527,0.432488877
0.920715346,0.78152184,0.02106254,0.066036201,0.027821167,0.025524153,0.43223738,0.410491805,0.301224527,0.432488877
0.920715346,0.78152184,0.02106254,0.066036201,0.027821167,0.025524153,0.43223738,0.410491805,0.301224527,0.432488877
0.920715346,0.78152184,0.02106254,0.066036201,0.027821167,0.025524153,0.43223738,0.410491805,0.301224527,0.432488877
0.920715346,0.78152184,0.02106254,0.066036201,0.027821167,0.025524153,0.43223738,0.410491805,0.301224527,0.432488877
0.920715346,0.78152184,0.02106254,0.066036201,0.027821167,0.025524153,0.43223738,0.410491805,0.301224527,0.432488877
0.920715346,0.78152184,0.02106254,0.066036201,0.027821167,0.025524153,0.43223738,0.410491805,0.301224527,0.432488877
0.639177722,0.4637271,0.071632873,0.150231025,0.115647953,0.255262201,0.560516311,0.353884139,0.342045734,0.449546736
0.639177722,0.4637271,0.071632873,0.150231025,0.115647953,0.255262201,0.560516311,0.353884139,0.342045734,0.449546736
0.639177722,0.4637271,0.071632873,0.150231025,0.115647953,0.255262201,0.560516311,0.353884139,0.342045734,0.449546736
0.639177722,0.4637271,0.071632873,0.150231025,0.115647953,0.255262201,0.560516311,0.353884139,0.342045734,0.449546736
0.639177722,0.4637271,0.071632873,0.150231025,0.115647953,0.255262201,0.560516311,0.353884139,0.342045734,0.449546736
0.639177722,0.4637271,0.071632873,0.150231025,0.115647953,0.255262201,0.560516311,0.353884139,0.342045734,0.449546736
0.639177722,0.4637271,0.071632873,0.150231025,0.115647953,0.255262201,0.560516311,0.353884139,0.342045734,0.449546736
