eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std
0.012925509,0.002203857,0.013806585,0.002937288,0.020299112,0.081430107,0.01408682,0.002671276,-13.49320646,0.943709529
0.012925509,0.002203857,0.013806585,0.002937288,0.020299112,0.081430107,0.01408682,0.002671276,-13.49320646,0.943709529
0.012925509,0.002203857,0.013806585,0.002937288,0.020299112,0.081430107,0.01408682,0.002671276,-13.49320646,0.943709529
0.012925509,0.002203857,0.013806585,0.002937288,0.020299112,0.081430107,0.01408682,0.002671276,-13.49320646,0.943709529
0.012925509,0.002203857,0.013806585,0.002937288,0.020299112,0.081430107,0.01408682,0.002671276,-13.49320646,0.943709529
0.012925509,0.002203857,0.013806585,0.002937288,0.020299112,0.081430107,0.01408682,0.002671276,-13.49320646,0.943709529
0.012925509,0.002203857,0.013806585,0.002937288,0.020299112,0.081430107,0.01408682,0.002671276,-13.49320646,0.943709529
0.012925509,0.002203857,0.013806585,0.002937288,0.020299112,0.081430107,0.01408682,0.002671276,-13.49320646,0.943709529
0.012925509,0.002203857,0.013806585,0.002937288,0.020299112,0.081430107,0.01408682,0.002671276,-13.49320646,0.943709529
0.012925509,0.002203857,0.013806585,0.002937288,0.020299112,0.081430107,0.01408682,0.002671276,-13.49320646,0.943709529
0.014448824,0.002434274,0.013480286,0.00232072,0.033228791,0.137952559,0.014849672,0.002141469,0.014684265,0.002011033
0.014448824,0.002434274,0.013480286,0.00232072,0.033228791,0.137952559,0.014849672,0.002141469,0.014684265,0.002011033
0.014448824,0.002434274,0.013480286,0.00232072,0.033228791,0.137952559,0.014849672,0.002141469,0.014684265,0.002011033
0.014448824,0.002434274,0.013480286,0.00232072,0.033228791,0.137952559,0.014849672,0.002141469,0.014684265,0.002011033
0.014448824,0.002434274,0.013480286,0.00232072,0.033228791,0.137952559,0.014849672,0.002141469,0.014684265,0.002011033
0.014448824,0.002434274,0.013480286,0.00232072,0.033228791,0.137952559,0.014849672,0.002141469,0.014684265,0.002011033
0.014448824,0.002434274,0.013480286,0.00232072,0.033228791,0.137952559,0.014849672,0.002141469,0.014684265,0.002011033
0.014448824,0.002434274,0.013480286,0.00232072,0.033228791,0.137952559,0.014849672,0.002141469,0.014684265,0.002011033
0.014448824,0.002434274,0.013480286,0.00232072,0.033228791,0.137952559,0.014849672,0.002141469,0.014684265,0.002011033
0.014448824,0.002434274,0.013480286,0.00232072,0.033228791,0.137952559,0.014849672,0.002141469,0.014684265,0.002011033
0.014429642,0.002196645,0.014360713,0.002136008,0.027429076,0.117331489,0.013915378,0.002078362,0.014039319,0.002525887
0.014429642,0.002196645,0.014360713,0.002136008,0.027429076,0.117331489,0.013915378,0.002078362,0.014039319,0.002525887
0.014429642,0.002196645,0.014360713,0.002136008,0.027429076,0.117331489,0.013915378,0.002078362,0.014039319,0.002525887
0.014429642,0.002196645,0.014360713,0.002136008,0.027429076,0.117331489,0.013915378,0.002078362,0.014039319,0.002525887
0.014429642,0.002196645,0.014360713,0.002136008,0.027429076,0.117331489,0.013915378,0.002078362,0.014039319,0.002525887
0.014429642,0.002196645,0.014360713,0.002136008,0.027429076,0.117331489,0.013915378,0.002078362,0.014039319,0.002525887
0.014429642,0.002196645,0.014360713,0.002136008,0.027429076,0.117331489,0.013915378,0.002078362,0.014039319,0.002525887
0.014429642,0.002196645,0.014360713,0.002136008,0.027429076,0.117331489,0.013915378,0.002078362,0.014039319,0.002525887
0.014429642,0.002196645,0.014360713,0.002136008,0.027429076,0.117331489,0.013915378,0.002078362,0.014039319,0.002525887
0.014429642,0.002196645,0.014360713,0.002136008,0.027429076,0.117331489,0.013915378,0.002078362,0.014039319,0.002525887
0.058662864,0.052626984,0.013420356,0.002167737,0.039822628,0.158019623,0.014219029,0.002640575,0.013458629,0.002624501
0.058662864,0.052626984,0.013420356,0.002167737,0.039822628,0.158019623,0.014219029,0.002640575,0.013458629,0.002624501
0.058662864,0.052626984,0.013420356,0.002167737,0.039822628,0.158019623,0.014219029,0.002640575,0.013458629,0.002624501
0.058662864,0.052626984,0.013420356,0.002167737,0.039822628,0.158019623,0.014219029,0.002640575,0.013458629,0.002624501
0.058662864,0.052626984,0.013420356,0.002167737,0.039822628,0.158019623,0.014219029,0.002640575,0.013458629,0.002624501
0.058662864,0.052626984,0.013420356,0.002167737,0.039822628,0.158019623,0.014219029,0.002640575,0.013458629,0.002624501
0.058662864,0.052626984,0.013420356,0.002167737,0.039822628,0.158019623,0.014219029,0.002640575,0.013458629,0.002624501
0.058662864,0.052626984,0.013420356,0.002167737,0.039822628,0.158019623,0.014219029,0.002640575,0.013458629,0.002624501
0.058662864,0.052626984,0.013420356,0.002167737,0.039822628,0.158019623,0.014219029,0.002640575,0.013458629,0.002624501
0.058662864,0.052626984,0.013420356,0.002167737,0.039822628,0.158019623,0.014219029,0.002640575,0.013458629,0.002624501
0.063141766,0.062303412,0.014147616,0.002420607,0.034747657,0.143975772,0.355423768,0.556778132,0.013524575,0.002233341
0.063141766,0.062303412,0.014147616,0.002420607,0.034747657,0.143975772,0.355423768,0.556778132,0.013524575,0.002233341
0.063141766,0.062303412,0.014147616,0.002420607,0.034747657,0.143975772,0.355423768,0.556778132,0.013524575,0.002233341
0.063141766,0.062303412,0.014147616,0.002420607,0.034747657,0.143975772,0.355423768,0.556778132,0.013524575,0.002233341
0.063141766,0.062303412,0.014147616,0.002420607,0.034747657,0.143975772,0.355423768,0.556778132,0.013524575,0.002233341
0.063141766,0.062303412,0.014147616,0.002420607,0.034747657,0.143975772,0.355423768,0.556778132,0.013524575,0.002233341
0.063141766,0.062303412,0.014147616,0.002420607,0.034747657,0.143975772,0.355423768,0.556778132,0.013524575,0.002233341
0.063141766,0.062303412,0.014147616,0.002420607,0.034747657,0.143975772,0.355423768,0.556778132,0.013524575,0.002233341
0.063141766,0.062303412,0.014147616,0.002420607,0.034747657,0.143975772,0.355423768,0.556778132,0.013524575,0.002233341
0.063141766,0.062303412,0.014147616,0.002420607,0.034747657,0.143975772,0.355423768,0.556778132,0.013524575,0.002233341
0.06682577,0.063641778,0.051085105,0.053266338,0.0371961,0.152487031,0.338200583,0.473351516,0.01459466,0.002107793
0.06682577,0.063641778,0.051085105,0.053266338,0.0371961,0.152487031,0.338200583,0.473351516,0.01459466,0.002107793
0.06682577,0.063641778,0.051085105,0.053266338,0.0371961,0.152487031,0.338200583,0.473351516,0.01459466,0.002107793
0.06682577,0.063641778,0.051085105,0.053266338,0.0371961,0.152487031,0.338200583,0.473351516,0.01459466,0.002107793
0.06682577,0.063641778,0.051085105,0.053266338,0.0371961,0.152487031,0.338200583,0.473351516,0.01459466,0.002107793
0.06682577,0.063641778,0.051085105,0.053266338,0.0371961,0.152487031,0.338200583,0.473351516,0.01459466,0.002107793
0.06682577,0.063641778,0.051085105,0.053266338,0.0371961,0.152487031,0.338200583,0.473351516,0.01459466,0.002107793
0.06682577,0.063641778,0.051085105,0.053266338,0.0371961,0.152487031,0.338200583,0.473351516,0.01459466,0.002107793
0.06682577,0.063641778,0.051085105,0.053266338,0.0371961,0.152487031,0.338200583,0.473351516,0.01459466,0.002107793
0.06682577,0.063641778,0.051085105,0.053266338,0.0371961,0.152487031,0.338200583,0.473351516,0.01459466,0.002107793
0.070225314,0.065335774,0.065283486,0.170154575,0.119883678,0.359677323,0.408264449,0.523301543,0.013936272,0.002061259
0.070225314,0.065335774,0.065283486,0.170154575,0.119883678,0.359677323,0.408264449,0.523301543,0.013936272,0.002061259
0.070225314,0.065335774,0.065283486,0.170154575,0.119883678,0.359677323,0.408264449,0.523301543,0.013936272,0.002061259
0.070225314,0.065335774,0.065283486,0.170154575,0.119883678,0.359677323,0.408264449,0.523301543,0.013936272,0.002061259
0.070225314,0.065335774,0.065283486,0.170154575,0.119883678,0.359677323,0.408264449,0.523301543,0.013936272,0.002061259
0.070225314,0.065335774,0.065283486,0.170154575,0.119883678,0.359677323,0.408264449,0.523301543,0.013936272,0.002061259
0.070225314,0.065335774,0.065283486,0.170154575,0.119883678,0.359677323,0.408264449,0.523301543,0.013936272,0.002061259
0.070225314,0.065335774,0.065283486,0.170154575,0.119883678,0.359677323,0.408264449,0.523301543,0.013936272,0.002061259
0.070225314,0.065335774,0.065283486,0.170154575,0.119883678,0.359677323,0.408264449,0.523301543,0.013936272,0.002061259
0.070225314,0.065335774,0.065283486,0.170154575,0.119883678,0.359677323,0.408264449,0.523301543,0.013936272,0.002061259
0.039256131,0.023954817,0.38188452,0.565418463,0.039731134,0.159010912,0.441515311,0.583704001,0.013918928,0.002379954
0.039256131,0.023954817,0.38188452,0.565418463,0.039731134,0.159010912,0.441515311,0.583704001,0.013918928,0.002379954
0.039256131,0.023954817,0.38188452,0.565418463,0.039731134,0.159010912,0.441515311,0.583704001,0.013918928,0.002379954
0.039256131,0.023954817,0.38188452,0.565418463,0.039731134,0.159010912,0.441515311,0.583704001,0.013918928,0.002379954
0.039256131,0.023954817,0.38188452,0.565418463,0.039731134,0.159010912,0.441515311,0.583704001,0.013918928,0.002379954
0.039256131,0.023954817,0.38188452,0.565418463,0.039731134,0.159010912,0.441515311,0.583704001,0.013918928,0.002379954
0.039256131,0.023954817,0.38188452,0.565418463,0.039731134,0.159010912,0.441515311,0.583704001,0.013918928,0.002379954
0.039256131,0.023954817,0.38188452,0.565418463,0.039731134,0.159010912,0.441515311,0.583704001,0.013918928,0.002379954
0.039256131,0.023954817,0.38188452,0.565418463,0.039731134,0.159010912,0.441515311,0.583704001,0.013918928,0.002379954
0.039256131,0.023954817,0.38188452,0.565418463,0.039731134,0.159010912,0.441515311,0.583704001,0.013918928,0.002379954
0.126182768,0.083874526,0.130171073,0.174305218,0.22476761,0.527873109,0.509115274,0.603159489,0.016018125,0.042804852
0.126182768,0.083874526,0.130171073,0.174305218,0.22476761,0.527873109,0.509115274,0.603159489,0.016018125,0.042804852
0.126182768,0.083874526,0.130171073,0.174305218,0.22476761,0.527873109,0.509115274,0.603159489,0.016018125,0.042804852
0.126182768,0.083874526,0.130171073,0.174305218,0.22476761,0.527873109,0.509115274,0.603159489,0.016018125,0.042804852
0.126182768,0.083874526,0.130171073,0.174305218,0.22476761,0.527873109,0.509115274,0.603159489,0.016018125,0.042804852
0.126182768,0.083874526,0.130171073,0.174305218,0.22476761,0.527873109,0.509115274,0.603159489,0.016018125,0.042804852
0.126182768,0.083874526,0.130171073,0.174305218,0.22476761,0.527873109,0.509115274,0.603159489,0.016018125,0.042804852
0.126182768,0.083874526,0.130171073,0.174305218,0.22476761,0.527873109,0.509115274,0.603159489,0.016018125,0.042804852
0.126182768,0.083874526,0.130171073,0.174305218,0.22476761,0.527873109,0.509115274,0.603159489,0.016018125,0.042804852
0.126182768,0.083874526,0.130171073,0.174305218,0.22476761,0.527873109,0.509115274,0.603159489,0.016018125,0.042804852
0.06614531,0.045185203,1.163471139,0.800559065,0.039813093,0.159749809,0.431171252,0.566019289,0.014234213,0.002681611
0.06614531,0.045185203,1.163471139,0.800559065,0.039813093,0.159749809,0.431171252,0.566019289,0.014234213,0.002681611
