eval/Rewards Mean,eval/Rewards Std
0.024512525,0.012826059
0.024512525,0.012826059
0.024512525,0.012826059
0.024512525,0.012826059
0.024512525,0.012826059
0.024512525,0.012826059
0.024512525,0.012826059
0.024512525,0.012826059
0.024512525,0.012826059
0.024512525,0.012826059
0.022754107,0.02002746
0.022754107,0.02002746
0.022754107,0.02002746
0.022754107,0.02002746
0.022754107,0.02002746
0.022754107,0.02002746
0.022754107,0.02002746
0.022754107,0.02002746
0.022754107,0.02002746
0.022754107,0.02002746
0.012789072,0.004272414
0.012789072,0.004272414
0.012789072,0.004272414
0.012789072,0.004272414
0.012789072,0.004272414
0.012789072,0.004272414
0.012789072,0.004272414
0.012789072,0.004272414
0.012789072,0.004272414
0.012789072,0.004272414
0.013047774,0.003742701
0.013047774,0.003742701
0.013047774,0.003742701
0.013047774,0.003742701
0.013047774,0.003742701
0.013047774,0.003742701
0.013047774,0.003742701
0.013047774,0.003742701
0.013047774,0.003742701
0.013047774,0.003742701
0.013683124,0.00282079
0.013683124,0.00282079
0.013683124,0.00282079
0.013683124,0.00282079
0.013683124,0.00282079
0.013683124,0.00282079
0.013683124,0.00282079
0.013683124,0.00282079
0.013683124,0.00282079
0.013683124,0.00282079
0.01531007,0.003133032
0.01531007,0.003133032
0.01531007,0.003133032
0.01531007,0.003133032
0.01531007,0.003133032
0.01531007,0.003133032
0.01531007,0.003133032
0.01531007,0.003133032
0.01531007,0.003133032
0.01531007,0.003133032
0.02153046,0.02299783
0.02153046,0.02299783
0.02153046,0.02299783
0.02153046,0.02299783
0.02153046,0.02299783
0.02153046,0.02299783
0.02153046,0.02299783
0.02153046,0.02299783
0.02153046,0.02299783
0.02153046,0.02299783
0.01399108,0.003761512
0.01399108,0.003761512
0.01399108,0.003761512
0.01399108,0.003761512
0.01399108,0.003761512
0.01399108,0.003761512
0.01399108,0.003761512
0.01399108,0.003761512
0.01399108,0.003761512
0.01399108,0.003761512
0.125860662,0.138729977
0.125860662,0.138729977
0.125860662,0.138729977
0.125860662,0.138729977
0.125860662,0.138729977
0.125860662,0.138729977
0.125860662,0.138729977
0.125860662,0.138729977
0.125860662,0.138729977
0.125860662,0.138729977
0.084462585,0.128714391
0.084462585,0.128714391
0.084462585,0.128714391
0.084462585,0.128714391
0.084462585,0.128714391
0.084462585,0.128714391
0.084462585,0.128714391
0.084462585,0.128714391
0.084462585,0.128714391
0.084462585,0.128714391
1.867653988,3.126238199
1.867653988,3.126238199
1.867653988,3.126238199
1.867653988,3.126238199
1.867653988,3.126238199
1.867653988,3.126238199
1.867653988,3.126238199
1.867653988,3.126238199
1.867653988,3.126238199
1.867653988,3.126238199
1.075603719,2.456292216
1.075603719,2.456292216
1.075603719,2.456292216
1.075603719,2.456292216
1.075603719,2.456292216
1.075603719,2.456292216
1.075603719,2.456292216
1.075603719,2.456292216
1.075603719,2.456292216
1.075603719,2.456292216
1.854821563,3.138646584
1.854821563,3.138646584
1.854821563,3.138646584
1.854821563,3.138646584
1.854821563,3.138646584
1.854821563,3.138646584
1.854821563,3.138646584
1.854821563,3.138646584
1.854821563,3.138646584
1.854821563,3.138646584
1.504056624,2.923011619
1.504056624,2.923011619
1.504056624,2.923011619
1.504056624,2.923011619
1.504056624,2.923011619
1.504056624,2.923011619
1.504056624,2.923011619
1.504056624,2.923011619
1.504056624,2.923011619
1.504056624,2.923011619
2.232379469,3.341437267
2.232379469,3.341437267
2.232379469,3.341437267
2.232379469,3.341437267
2.232379469,3.341437267
2.232379469,3.341437267
2.232379469,3.341437267
2.232379469,3.341437267
2.232379469,3.341437267
2.232379469,3.341437267
0.159313032,0.492518653
0.159313032,0.492518653
0.159313032,0.492518653
0.159313032,0.492518653
0.159313032,0.492518653
0.159313032,0.492518653
0.159313032,0.492518653
0.159313032,0.492518653
0.159313032,0.492518653
0.159313032,0.492518653
2.105566442,2.576043468
2.105566442,2.576043468
2.105566442,2.576043468
2.105566442,2.576043468
2.105566442,2.576043468
2.105566442,2.576043468
2.105566442,2.576043468
2.105566442,2.576043468
2.105566442,2.576043468
2.105566442,2.576043468
1.452346412,2.444121868
1.452346412,2.444121868
1.452346412,2.444121868
1.452346412,2.444121868
1.452346412,2.444121868
1.452346412,2.444121868
1.452346412,2.444121868
1.452346412,2.444121868
1.452346412,2.444121868
1.452346412,2.444121868
2.418640941,2.594029899
2.418640941,2.594029899
2.418640941,2.594029899
2.418640941,2.594029899
2.418640941,2.594029899
2.418640941,2.594029899
2.418640941,2.594029899
2.418640941,2.594029899
2.418640941,2.594029899
2.418640941,2.594029899
1.936031151,2.602320821
1.936031151,2.602320821
1.936031151,2.602320821
1.936031151,2.602320821
1.936031151,2.602320821
1.936031151,2.602320821
1.936031151,2.602320821
1.936031151,2.602320821
1.936031151,2.602320821
1.936031151,2.602320821
2.040333157,2.012664087
2.040333157,2.012664087
2.040333157,2.012664087
2.040333157,2.012664087
2.040333157,2.012664087
2.040333157,2.012664087
2.040333157,2.012664087
2.040333157,2.012664087
2.040333157,2.012664087
2.040333157,2.012664087
1.600519373,2.283607796
1.600519373,2.283607796
1.600519373,2.283607796
1.600519373,2.283607796
1.600519373,2.283607796
1.600519373,2.283607796
1.600519373,2.283607796
1.600519373,2.283607796
1.600519373,2.283607796
1.600519373,2.283607796
1.770130421,1.985098549
1.770130421,1.985098549
1.770130421,1.985098549
1.770130421,1.985098549
1.770130421,1.985098549
1.770130421,1.985098549
1.770130421,1.985098549
1.770130421,1.985098549
1.770130421,1.985098549
1.770130421,1.985098549
1.570820269,2.357355848
1.570820269,2.357355848
1.570820269,2.357355848
1.570820269,2.357355848
1.570820269,2.357355848
1.570820269,2.357355848
1.570820269,2.357355848
1.570820269,2.357355848
1.570820269,2.357355848
1.570820269,2.357355848
1.955597915,1.828452912
1.955597915,1.828452912
1.955597915,1.828452912
1.955597915,1.828452912
1.955597915,1.828452912
1.955597915,1.828452912
1.955597915,1.828452912
1.955597915,1.828452912
1.955597915,1.828452912
1.955597915,1.828452912
3.490181933,1.991120245
3.490181933,1.991120245
3.490181933,1.991120245
3.490181933,1.991120245
3.490181933,1.991120245
3.490181933,1.991120245
3.490181933,1.991120245
3.490181933,1.991120245
3.490181933,1.991120245
3.490181933,1.991120245
3.317254241,1.470716702
3.317254241,1.470716702
3.317254241,1.470716702
3.317254241,1.470716702
3.317254241,1.470716702
3.317254241,1.470716702
3.317254241,1.470716702
3.317254241,1.470716702
3.317254241,1.470716702
3.317254241,1.470716702
3.458765116,1.412723441
3.458765116,1.412723441
3.458765116,1.412723441
3.458765116,1.412723441
3.458765116,1.412723441
3.458765116,1.412723441
3.458765116,1.412723441
3.458765116,1.412723441
3.458765116,1.412723441
3.458765116,1.412723441
3.017155691,1.509499972
3.017155691,1.509499972
3.017155691,1.509499972
3.017155691,1.509499972
3.017155691,1.509499972
3.017155691,1.509499972
3.017155691,1.509499972
3.017155691,1.509499972
3.017155691,1.509499972
3.017155691,1.509499972
3.954178647,0.605346071
3.954178647,0.605346071
3.954178647,0.605346071
3.954178647,0.605346071
3.954178647,0.605346071
3.954178647,0.605346071
3.954178647,0.605346071
3.954178647,0.605346071
3.954178647,0.605346071
3.954178647,0.605346071
3.249584826,3.232234413
3.249584826,3.232234413
3.249584826,3.232234413
3.249584826,3.232234413
3.249584826,3.232234413
3.249584826,3.232234413
3.249584826,3.232234413
3.249584826,3.232234413
3.249584826,3.232234413
3.249584826,3.232234413
2.750702511,3.07936995
2.750702511,3.07936995
2.750702511,3.07936995
2.750702511,3.07936995
2.750702511,3.07936995
2.750702511,3.07936995
2.750702511,3.07936995
2.750702511,3.07936995
2.750702511,3.07936995
2.750702511,3.07936995
1.959604159,1.879712723
1.959604159,1.879712723
1.959604159,1.879712723
1.959604159,1.879712723
1.959604159,1.879712723
1.959604159,1.879712723
1.959604159,1.879712723
1.959604159,1.879712723
1.959604159,1.879712723
1.959604159,1.879712723
1.977904564,2.729581121
1.977904564,2.729581121
1.977904564,2.729581121
1.977904564,2.729581121
1.977904564,2.729581121
1.977904564,2.729581121
1.977904564,2.729581121
1.977904564,2.729581121
1.977904564,2.729581121
1.977904564,2.729581121
3.86433712,2.357608102
3.86433712,2.357608102
3.86433712,2.357608102
3.86433712,2.357608102
3.86433712,2.357608102
3.86433712,2.357608102
3.86433712,2.357608102
3.86433712,2.357608102
3.86433712,2.357608102
3.86433712,2.357608102
3.085973619,2.074565851
3.085973619,2.074565851
3.085973619,2.074565851
3.085973619,2.074565851
3.085973619,2.074565851
3.085973619,2.074565851
3.085973619,2.074565851
3.085973619,2.074565851
3.085973619,2.074565851
3.085973619,2.074565851
2.669693814,2.361393602
2.669693814,2.361393602
2.669693814,2.361393602
2.669693814,2.361393602
2.669693814,2.361393602
2.669693814,2.361393602
2.669693814,2.361393602
2.669693814,2.361393602
2.669693814,2.361393602
2.669693814,2.361393602
3.569892153,2.838024675
3.569892153,2.838024675
3.569892153,2.838024675
3.569892153,2.838024675
3.569892153,2.838024675
3.569892153,2.838024675
3.569892153,2.838024675
3.569892153,2.838024675
3.569892153,2.838024675
3.569892153,2.838024675
3.293227561,2.511129676
3.293227561,2.511129676
3.293227561,2.511129676
3.293227561,2.511129676
3.293227561,2.511129676
3.293227561,2.511129676
3.293227561,2.511129676
3.293227561,2.511129676
3.293227561,2.511129676
3.293227561,2.511129676
2.135281805,2.160505659
2.135281805,2.160505659
2.135281805,2.160505659
2.135281805,2.160505659
2.135281805,2.160505659
2.135281805,2.160505659
2.135281805,2.160505659
2.135281805,2.160505659
2.135281805,2.160505659
2.135281805,2.160505659
2.492625841,2.570277713
2.492625841,2.570277713
2.492625841,2.570277713
2.492625841,2.570277713
2.492625841,2.570277713
2.492625841,2.570277713
2.492625841,2.570277713
2.492625841,2.570277713
2.492625841,2.570277713
2.492625841,2.570277713
4.677366069,2.567138496
4.677366069,2.567138496
4.677366069,2.567138496
4.677366069,2.567138496
4.677366069,2.567138496
4.677366069,2.567138496
4.677366069,2.567138496
4.677366069,2.567138496
4.677366069,2.567138496
4.677366069,2.567138496
3.355872989,2.747131953
3.355872989,2.747131953
3.355872989,2.747131953
3.355872989,2.747131953
3.355872989,2.747131953
3.355872989,2.747131953
3.355872989,2.747131953
3.355872989,2.747131953
3.355872989,2.747131953
3.355872989,2.747131953
2.88350942,2.328106821
2.88350942,2.328106821
2.88350942,2.328106821
2.88350942,2.328106821
2.88350942,2.328106821
2.88350942,2.328106821
2.88350942,2.328106821
2.88350942,2.328106821
2.88350942,2.328106821
2.88350942,2.328106821
3.32769136,2.744896119
3.32769136,2.744896119
3.32769136,2.744896119
3.32769136,2.744896119
3.32769136,2.744896119
3.32769136,2.744896119
3.32769136,2.744896119
3.32769136,2.744896119
3.32769136,2.744896119
3.32769136,2.744896119
4.455343967,2.026845775
4.455343967,2.026845775
4.455343967,2.026845775
4.455343967,2.026845775
4.455343967,2.026845775
4.455343967,2.026845775
4.455343967,2.026845775
4.455343967,2.026845775
4.455343967,2.026845775
4.455343967,2.026845775
3.690373319,2.926610833
