maple_atomic/Rewards Mean,maple_atomic/Rewards Std,maple_ltl_progression_reward_atomic/Rewards Mean,maple_ltl_progression_reward_atomic/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std
0.641437578,0.893415963,0.65264273,0.442830887,3.204174862,1.008726339,3.068448514,1.185960088,2.566423845,1.060097263
0.641437578,0.893415963,0.65264273,0.442830887,3.204174862,1.008726339,3.068448514,1.185960088,2.566423845,1.060097263
0.641437578,0.893415963,0.65264273,0.442830887,3.204174862,1.008726339,3.068448514,1.185960088,2.566423845,1.060097263
0.641437578,0.893415963,0.65264273,0.442830887,3.204174862,1.008726339,3.068448514,1.185960088,2.566423845,1.060097263
0.641437578,0.893415963,0.65264273,0.442830887,3.204174862,1.008726339,3.068448514,1.185960088,2.566423845,1.060097263
0.641437578,0.893415963,0.65264273,0.442830887,3.204174862,1.008726339,3.068448514,1.185960088,2.566423845,1.060097263
0.641437578,0.893415963,0.65264273,0.442830887,3.204174862,1.008726339,3.068448514,1.185960088,2.566423845,1.060097263
0.540770832,0.433089169,0.820977951,0.415139042,3.329967248,0.824121343,3.41175804,0.936679985,2.998625725,1.151241013
0.540770832,0.433089169,0.820977951,0.415139042,3.329967248,0.824121343,3.41175804,0.936679985,2.998625725,1.151241013
0.540770832,0.433089169,0.820977951,0.415139042,3.329967248,0.824121343,3.41175804,0.936679985,2.998625725,1.151241013
0.540770832,0.433089169,0.820977951,0.415139042,3.329967248,0.824121343,3.41175804,0.936679985,2.998625725,1.151241013
0.540770832,0.433089169,0.820977951,0.415139042,3.329967248,0.824121343,3.41175804,0.936679985,2.998625725,1.151241013
0.540770832,0.433089169,0.820977951,0.415139042,3.329967248,0.824121343,3.41175804,0.936679985,2.998625725,1.151241013
0.540770832,0.433089169,0.820977951,0.415139042,3.329967248,0.824121343,3.41175804,0.936679985,2.998625725,1.151241013
0.540770832,0.433089169,0.820977951,0.415139042,3.329967248,0.824121343,3.41175804,0.936679985,2.998625725,1.151241013
0.540770832,0.433089169,0.820977951,0.415139042,3.329967248,0.824121343,3.41175804,0.936679985,2.998625725,1.151241013
0.540770832,0.433089169,0.820977951,0.415139042,3.329967248,0.824121343,3.41175804,0.936679985,2.998625725,1.151241013
0.687285128,0.417682732,0.762707798,0.508166741,3.067924744,0.615358069,2.609269066,0.691174443,3.465939497,0.899094765
0.687285128,0.417682732,0.762707798,0.508166741,3.067924744,0.615358069,2.609269066,0.691174443,3.465939497,0.899094765
0.687285128,0.417682732,0.762707798,0.508166741,3.067924744,0.615358069,2.609269066,0.691174443,3.465939497,0.899094765
0.687285128,0.417682732,0.762707798,0.508166741,3.067924744,0.615358069,2.609269066,0.691174443,3.465939497,0.899094765
0.687285128,0.417682732,0.762707798,0.508166741,3.067924744,0.615358069,2.609269066,0.691174443,3.465939497,0.899094765
0.687285128,0.417682732,0.762707798,0.508166741,3.067924744,0.615358069,2.609269066,0.691174443,3.465939497,0.899094765
0.687285128,0.417682732,0.762707798,0.508166741,3.067924744,0.615358069,2.609269066,0.691174443,3.465939497,0.899094765
0.687285128,0.417682732,0.762707798,0.508166741,3.067924744,0.615358069,2.609269066,0.691174443,3.465939497,0.899094765
0.687285128,0.417682732,0.762707798,0.508166741,3.067924744,0.615358069,2.609269066,0.691174443,3.465939497,0.899094765
0.687285128,0.417682732,0.762707798,0.508166741,3.067924744,0.615358069,2.609269066,0.691174443,3.465939497,0.899094765
0.596062484,0.319340398,0.579857234,0.295415735,2.861746299,0.590482734,2.387602222,0.504638329,2.920799335,0.866961838
0.596062484,0.319340398,0.579857234,0.295415735,2.861746299,0.590482734,2.387602222,0.504638329,2.920799335,0.866961838
0.596062484,0.319340398,0.579857234,0.295415735,2.861746299,0.590482734,2.387602222,0.504638329,2.920799335,0.866961838
0.596062484,0.319340398,0.579857234,0.295415735,2.861746299,0.590482734,2.387602222,0.504638329,2.920799335,0.866961838
0.596062484,0.319340398,0.579857234,0.295415735,2.861746299,0.590482734,2.387602222,0.504638329,2.920799335,0.866961838
0.596062484,0.319340398,0.579857234,0.295415735,2.861746299,0.590482734,2.387602222,0.504638329,2.920799335,0.866961838
0.596062484,0.319340398,0.579857234,0.295415735,2.861746299,0.590482734,2.387602222,0.504638329,2.920799335,0.866961838
0.596062484,0.319340398,0.579857234,0.295415735,2.861746299,0.590482734,2.387602222,0.504638329,2.920799335,0.866961838
0.596062484,0.319340398,0.579857234,0.295415735,2.861746299,0.590482734,2.387602222,0.504638329,2.920799335,0.866961838
0.596062484,0.319340398,0.579857234,0.295415735,2.861746299,0.590482734,2.387602222,0.504638329,2.920799335,0.866961838
0.761618478,0.439708967,0.53512654,0.351048486,2.731803884,0.59589925,2.667113587,0.573715204,2.424972638,0.44972046
0.761618478,0.439708967,0.53512654,0.351048486,2.731803884,0.59589925,2.667113587,0.573715204,2.424972638,0.44972046
0.761618478,0.439708967,0.53512654,0.351048486,2.731803884,0.59589925,2.667113587,0.573715204,2.424972638,0.44972046
0.761618478,0.439708967,0.53512654,0.351048486,2.731803884,0.59589925,2.667113587,0.573715204,2.424972638,0.44972046
0.761618478,0.439708967,0.53512654,0.351048486,2.731803884,0.59589925,2.667113587,0.573715204,2.424972638,0.44972046
0.761618478,0.439708967,0.53512654,0.351048486,2.731803884,0.59589925,2.667113587,0.573715204,2.424972638,0.44972046
0.761618478,0.439708967,0.53512654,0.351048486,2.731803884,0.59589925,2.667113587,0.573715204,2.424972638,0.44972046
0.761618478,0.439708967,0.53512654,0.351048486,2.731803884,0.59589925,2.667113587,0.573715204,2.424972638,0.44972046
0.761618478,0.439708967,0.53512654,0.351048486,2.731803884,0.59589925,2.667113587,0.573715204,2.424972638,0.44972046
0.761618478,0.439708967,0.53512654,0.351048486,2.731803884,0.59589925,2.667113587,0.573715204,2.424972638,0.44972046
0.589731067,0.403289413,0.643013538,0.428207511,2.83277155,0.846286315,2.623413596,0.740003993,2.492049929,0.895871439
0.589731067,0.403289413,0.643013538,0.428207511,2.83277155,0.846286315,2.623413596,0.740003993,2.492049929,0.895871439
0.589731067,0.403289413,0.643013538,0.428207511,2.83277155,0.846286315,2.623413596,0.740003993,2.492049929,0.895871439
0.589731067,0.403289413,0.643013538,0.428207511,2.83277155,0.846286315,2.623413596,0.740003993,2.492049929,0.895871439
0.589731067,0.403289413,0.643013538,0.428207511,2.83277155,0.846286315,2.623413596,0.740003993,2.492049929,0.895871439
0.589731067,0.403289413,0.643013538,0.428207511,2.83277155,0.846286315,2.623413596,0.740003993,2.492049929,0.895871439
0.589731067,0.403289413,0.643013538,0.428207511,2.83277155,0.846286315,2.623413596,0.740003993,2.492049929,0.895871439
0.589731067,0.403289413,0.643013538,0.428207511,2.83277155,0.846286315,2.623413596,0.740003993,2.492049929,0.895871439
0.589731067,0.403289413,0.643013538,0.428207511,2.83277155,0.846286315,2.623413596,0.740003993,2.492049929,0.895871439
0.589731067,0.403289413,0.643013538,0.428207511,2.83277155,0.846286315,2.623413596,0.740003993,2.492049929,0.895871439
0.821174882,0.606853738,0.717819818,0.380461665,2.57249075,0.720806512,2.785292235,0.449604325,2.638279689,0.943330817
0.821174882,0.606853738,0.717819818,0.380461665,2.57249075,0.720806512,2.785292235,0.449604325,2.638279689,0.943330817
0.821174882,0.606853738,0.717819818,0.380461665,2.57249075,0.720806512,2.785292235,0.449604325,2.638279689,0.943330817
0.821174882,0.606853738,0.717819818,0.380461665,2.57249075,0.720806512,2.785292235,0.449604325,2.638279689,0.943330817
0.821174882,0.606853738,0.717819818,0.380461665,2.57249075,0.720806512,2.785292235,0.449604325,2.638279689,0.943330817
0.821174882,0.606853738,0.717819818,0.380461665,2.57249075,0.720806512,2.785292235,0.449604325,2.638279689,0.943330817
0.821174882,0.606853738,0.717819818,0.380461665,2.57249075,0.720806512,2.785292235,0.449604325,2.638279689,0.943330817
0.821174882,0.606853738,0.717819818,0.380461665,2.57249075,0.720806512,2.785292235,0.449604325,2.638279689,0.943330817
0.821174882,0.606853738,0.717819818,0.380461665,2.57249075,0.720806512,2.785292235,0.449604325,2.638279689,0.943330817
0.821174882,0.606853738,0.717819818,0.380461665,2.57249075,0.720806512,2.785292235,0.449604325,2.638279689,0.943330817
0.6546113,0.33154223,0.62159716,0.457221965,2.855884577,0.903001428,2.64181878,0.668233598,2.694441248,0.702878739
0.6546113,0.33154223,0.62159716,0.457221965,2.855884577,0.903001428,2.64181878,0.668233598,2.694441248,0.702878739
0.6546113,0.33154223,0.62159716,0.457221965,2.855884577,0.903001428,2.64181878,0.668233598,2.694441248,0.702878739
0.6546113,0.33154223,0.62159716,0.457221965,2.855884577,0.903001428,2.64181878,0.668233598,2.694441248,0.702878739
0.6546113,0.33154223,0.62159716,0.457221965,2.855884577,0.903001428,2.64181878,0.668233598,2.694441248,0.702878739
0.6546113,0.33154223,0.62159716,0.457221965,2.855884577,0.903001428,2.64181878,0.668233598,2.694441248,0.702878739
0.6546113,0.33154223,0.62159716,0.457221965,2.855884577,0.903001428,2.64181878,0.668233598,2.694441248,0.702878739
0.6546113,0.33154223,0.62159716,0.457221965,2.855884577,0.903001428,2.64181878,0.668233598,2.694441248,0.702878739
0.6546113,0.33154223,0.62159716,0.457221965,2.855884577,0.903001428,2.64181878,0.668233598,2.694441248,0.702878739
0.6546113,0.33154223,0.62159716,0.457221965,2.855884577,0.903001428,2.64181878,0.668233598,2.694441248,0.702878739
0.711935845,0.369205838,0.669963004,0.416988014,3.158193119,0.803348188,2.769626567,0.843816635,2.942772598,0.542306472
0.711935845,0.369205838,0.669963004,0.416988014,3.158193119,0.803348188,2.769626567,0.843816635,2.942772598,0.542306472
0.711935845,0.369205838,0.669963004,0.416988014,3.158193119,0.803348188,2.769626567,0.843816635,2.942772598,0.542306472
0.711935845,0.369205838,0.669963004,0.416988014,3.158193119,0.803348188,2.769626567,0.843816635,2.942772598,0.542306472
0.711935845,0.369205838,0.669963004,0.416988014,3.158193119,0.803348188,2.769626567,0.843816635,2.942772598,0.542306472
0.711935845,0.369205838,0.669963004,0.416988014,3.158193119,0.803348188,2.769626567,0.843816635,2.942772598,0.542306472
0.711935845,0.369205838,0.669963004,0.416988014,3.158193119,0.803348188,2.769626567,0.843816635,2.942772598,0.542306472
0.711935845,0.369205838,0.669963004,0.416988014,3.158193119,0.803348188,2.769626567,0.843816635,2.942772598,0.542306472
0.711935845,0.369205838,0.669963004,0.416988014,3.158193119,0.803348188,2.769626567,0.843816635,2.942772598,0.542306472
0.711935845,0.369205838,0.669963004,0.416988014,3.158193119,0.803348188,2.769626567,0.843816635,2.942772598,0.542306472
0.618129455,0.325428202,0.425230386,0.333845067,2.967587513,0.959477104,2.543389436,0.847231847,2.992507811,0.847770313
0.618129455,0.325428202,0.425230386,0.333845067,2.967587513,0.959477104,2.543389436,0.847231847,2.992507811,0.847770313
0.618129455,0.325428202,0.425230386,0.333845067,2.967587513,0.959477104,2.543389436,0.847231847,2.992507811,0.847770313
0.618129455,0.325428202,0.425230386,0.333845067,2.967587513,0.959477104,2.543389436,0.847231847,2.992507811,0.847770313
0.618129455,0.325428202,0.425230386,0.333845067,2.967587513,0.959477104,2.543389436,0.847231847,2.992507811,0.847770313
0.618129455,0.325428202,0.425230386,0.333845067,2.967587513,0.959477104,2.543389436,0.847231847,2.992507811,0.847770313
0.618129455,0.325428202,0.425230386,0.333845067,2.967587513,0.959477104,2.543389436,0.847231847,2.992507811,0.847770313
0.618129455,0.325428202,0.425230386,0.333845067,2.967587513,0.959477104,2.543389436,0.847231847,2.992507811,0.847770313
0.618129455,0.325428202,0.425230386,0.333845067,2.967587513,0.959477104,2.543389436,0.847231847,2.992507811,0.847770313
0.618129455,0.325428202,0.425230386,0.333845067,2.967587513,0.959477104,2.543389436,0.847231847,2.992507811,0.847770313
0.793170072,0.459325078,0.592431563,0.337847171,2.979680415,0.545751238,2.472590352,0.986326435,3.180204683,0.630378108
0.793170072,0.459325078,0.592431563,0.337847171,2.979680415,0.545751238,2.472590352,0.986326435,3.180204683,0.630378108
0.793170072,0.459325078,0.592431563,0.337847171,2.979680415,0.545751238,2.472590352,0.986326435,3.180204683,0.630378108
0.793170072,0.459325078,0.592431563,0.337847171,2.979680415,0.545751238,2.472590352,0.986326435,3.180204683,0.630378108
0.793170072,0.459325078,0.592431563,0.337847171,2.979680415,0.545751238,2.472590352,0.986326435,3.180204683,0.630378108
0.793170072,0.459325078,0.592431563,0.337847171,2.979680415,0.545751238,2.472590352,0.986326435,3.180204683,0.630378108
0.793170072,0.459325078,0.592431563,0.337847171,2.979680415,0.545751238,2.472590352,0.986326435,3.180204683,0.630378108
0.793170072,0.459325078,0.592431563,0.337847171,2.979680415,0.545751238,2.472590352,0.986326435,3.180204683,0.630378108
0.793170072,0.459325078,0.592431563,0.337847171,2.979680415,0.545751238,2.472590352,0.986326435,3.180204683,0.630378108
0.793170072,0.459325078,0.592431563,0.337847171,2.979680415,0.545751238,2.472590352,0.986326435,3.180204683,0.630378108
0.650979815,0.346398532,0.645403751,0.380140871,3.186645581,1.10253975,2.534000512,0.668432037,3.166345425,0.84161623
0.650979815,0.346398532,0.645403751,0.380140871,3.186645581,1.10253975,2.534000512,0.668432037,3.166345425,0.84161623
0.650979815,0.346398532,0.645403751,0.380140871,3.186645581,1.10253975,2.534000512,0.668432037,3.166345425,0.84161623
0.650979815,0.346398532,0.645403751,0.380140871,3.186645581,1.10253975,2.534000512,0.668432037,3.166345425,0.84161623
0.650979815,0.346398532,0.645403751,0.380140871,3.186645581,1.10253975,2.534000512,0.668432037,3.166345425,0.84161623
0.650979815,0.346398532,0.645403751,0.380140871,3.186645581,1.10253975,2.534000512,0.668432037,3.166345425,0.84161623
0.650979815,0.346398532,0.645403751,0.380140871,3.186645581,1.10253975,2.534000512,0.668432037,3.166345425,0.84161623
0.650979815,0.346398532,0.645403751,0.380140871,3.186645581,1.10253975,2.534000512,0.668432037,3.166345425,0.84161623
0.650979815,0.346398532,0.645403751,0.380140871,3.186645581,1.10253975,2.534000512,0.668432037,3.166345425,0.84161623
0.650979815,0.346398532,0.645403751,0.380140871,3.186645581,1.10253975,2.534000512,0.668432037,3.166345425,0.84161623
1.000740942,0.943033643,0.628206036,0.309130105,3.141826693,1.003043017,2.942221025,1.044241717,3.154308044,0.883958454
1.000740942,0.943033643,0.628206036,0.309130105,3.141826693,1.003043017,2.942221025,1.044241717,3.154308044,0.883958454
1.000740942,0.943033643,0.628206036,0.309130105,3.141826693,1.003043017,2.942221025,1.044241717,3.154308044,0.883958454
1.000740942,0.943033643,0.628206036,0.309130105,3.141826693,1.003043017,2.942221025,1.044241717,3.154308044,0.883958454
1.000740942,0.943033643,0.628206036,0.309130105,3.141826693,1.003043017,2.942221025,1.044241717,3.154308044,0.883958454
1.000740942,0.943033643,0.628206036,0.309130105,3.141826693,1.003043017,2.942221025,1.044241717,3.154308044,0.883958454
1.000740942,0.943033643,0.628206036,0.309130105,3.141826693,1.003043017,2.942221025,1.044241717,3.154308044,0.883958454
1.000740942,0.943033643,0.628206036,0.309130105,3.141826693,1.003043017,2.942221025,1.044241717,3.154308044,0.883958454
1.000740942,0.943033643,0.628206036,0.309130105,3.141826693,1.003043017,2.942221025,1.044241717,3.154308044,0.883958454
1.000740942,0.943033643,0.628206036,0.309130105,3.141826693,1.003043017,2.942221025,1.044241717,3.154308044,0.883958454
0.920715346,0.78152184,0.65891815,0.401054223,3.067698474,0.73644728,3.100922489,0.650900317,3.399267687,0.978204859
0.920715346,0.78152184,0.65891815,0.401054223,3.067698474,0.73644728,3.100922489,0.650900317,3.399267687,0.978204859
0.920715346,0.78152184,0.65891815,0.401054223,3.067698474,0.73644728,3.100922489,0.650900317,3.399267687,0.978204859
0.920715346,0.78152184,0.65891815,0.401054223,3.067698474,0.73644728,3.100922489,0.650900317,3.399267687,0.978204859
0.920715346,0.78152184,0.65891815,0.401054223,3.067698474,0.73644728,3.100922489,0.650900317,3.399267687,0.978204859
0.920715346,0.78152184,0.65891815,0.401054223,3.067698474,0.73644728,3.100922489,0.650900317,3.399267687,0.978204859
0.920715346,0.78152184,0.65891815,0.401054223,3.067698474,0.73644728,3.100922489,0.650900317,3.399267687,0.978204859
0.920715346,0.78152184,0.65891815,0.401054223,3.067698474,0.73644728,3.100922489,0.650900317,3.399267687,0.978204859
0.920715346,0.78152184,0.65891815,0.401054223,3.067698474,0.73644728,3.100922489,0.650900317,3.399267687,0.978204859
0.920715346,0.78152184,0.65891815,0.401054223,3.067698474,0.73644728,3.100922489,0.650900317,3.399267687,0.978204859
0.639177722,0.4637271,0.754440472,1.556204167,3.303455522,0.609235071,3.08860878,0.870479936,3.631746676,0.900350141
0.639177722,0.4637271,0.754440472,1.556204167,3.303455522,0.609235071,3.08860878,0.870479936,3.631746676,0.900350141
0.639177722,0.4637271,0.754440472,1.556204167,3.303455522,0.609235071,3.08860878,0.870479936,3.631746676,0.900350141
0.639177722,0.4637271,0.754440472,1.556204167,3.303455522,0.609235071,3.08860878,0.870479936,3.631746676,0.900350141
0.639177722,0.4637271,0.754440472,1.556204167,3.303455522,0.609235071,3.08860878,0.870479936,3.631746676,0.900350141
0.639177722,0.4637271,0.754440472,1.556204167,3.303455522,0.609235071,3.08860878,0.870479936,3.631746676,0.900350141
0.639177722,0.4637271,0.754440472,1.556204167,3.303455522,0.609235071,3.08860878,0.870479936,3.631746676,0.900350141
