eval/Rewards Mean,eval/Rewards Std
0.088505224,0.017728016
0.088505224,0.017728016
0.088505224,0.017728016
0.088505224,0.017728016
0.088505224,0.017728016
0.088505224,0.017728016
0.088505224,0.017728016
0.088505224,0.017728016
0.088505224,0.017728016
0.088505224,0.017728016
0.078942504,0.012290778
0.078942504,0.012290778
0.078942504,0.012290778
0.078942504,0.012290778
0.078942504,0.012290778
0.078942504,0.012290778
0.078942504,0.012290778
0.078942504,0.012290778
0.078942504,0.012290778
0.078942504,0.012290778
0.105484942,0.018611125
0.105484942,0.018611125
0.105484942,0.018611125
0.105484942,0.018611125
0.105484942,0.018611125
0.105484942,0.018611125
0.105484942,0.018611125
0.105484942,0.018611125
0.105484942,0.018611125
0.105484942,0.018611125
0.11280143,0.016150422
0.11280143,0.016150422
0.11280143,0.016150422
0.11280143,0.016150422
0.11280143,0.016150422
0.11280143,0.016150422
0.11280143,0.016150422
0.11280143,0.016150422
0.11280143,0.016150422
0.11280143,0.016150422
1.546456679,0.572479605
1.546456679,0.572479605
1.546456679,0.572479605
1.546456679,0.572479605
1.546456679,0.572479605
1.546456679,0.572479605
1.546456679,0.572479605
1.546456679,0.572479605
1.546456679,0.572479605
1.546456679,0.572479605
1.887843493,0.315947165
1.887843493,0.315947165
1.887843493,0.315947165
1.887843493,0.315947165
1.887843493,0.315947165
1.887843493,0.315947165
1.887843493,0.315947165
1.887843493,0.315947165
1.887843493,0.315947165
1.887843493,0.315947165
4.023865788,1.64821989
4.023865788,1.64821989
4.023865788,1.64821989
4.023865788,1.64821989
4.023865788,1.64821989
4.023865788,1.64821989
4.023865788,1.64821989
4.023865788,1.64821989
4.023865788,1.64821989
4.023865788,1.64821989
4.766821578,0.941599452
4.766821578,0.941599452
4.766821578,0.941599452
4.766821578,0.941599452
4.766821578,0.941599452
4.766821578,0.941599452
4.766821578,0.941599452
4.766821578,0.941599452
4.766821578,0.941599452
4.766821578,0.941599452
4.610215149,1.162979942
4.610215149,1.162979942
4.610215149,1.162979942
4.610215149,1.162979942
4.610215149,1.162979942
4.610215149,1.162979942
4.610215149,1.162979942
4.610215149,1.162979942
4.610215149,1.162979942
4.610215149,1.162979942
3.776907662,1.558298009
3.776907662,1.558298009
3.776907662,1.558298009
3.776907662,1.558298009
3.776907662,1.558298009
3.776907662,1.558298009
3.776907662,1.558298009
3.776907662,1.558298009
3.776907662,1.558298009
3.776907662,1.558298009
3.141283817,2.079478659
3.141283817,2.079478659
3.141283817,2.079478659
3.141283817,2.079478659
3.141283817,2.079478659
3.141283817,2.079478659
3.141283817,2.079478659
3.141283817,2.079478659
3.141283817,2.079478659
3.141283817,2.079478659
1.800410153,1.642370518
1.800410153,1.642370518
1.800410153,1.642370518
1.800410153,1.642370518
1.800410153,1.642370518
1.800410153,1.642370518
1.800410153,1.642370518
1.800410153,1.642370518
1.800410153,1.642370518
1.800410153,1.642370518
0.981915211,0.084623917
0.981915211,0.084623917
0.981915211,0.084623917
0.981915211,0.084623917
0.981915211,0.084623917
0.981915211,0.084623917
0.981915211,0.084623917
0.981915211,0.084623917
0.981915211,0.084623917
0.981915211,0.084623917
1.01622252,0.185657679
1.01622252,0.185657679
1.01622252,0.185657679
1.01622252,0.185657679
1.01622252,0.185657679
1.01622252,0.185657679
1.01622252,0.185657679
1.01622252,0.185657679
1.01622252,0.185657679
1.01622252,0.185657679
1.027462656,0.068708214
1.027462656,0.068708214
1.027462656,0.068708214
1.027462656,0.068708214
1.027462656,0.068708214
1.027462656,0.068708214
1.027462656,0.068708214
1.027462656,0.068708214
1.027462656,0.068708214
1.027462656,0.068708214
1.09686593,0.191966861
1.09686593,0.191966861
1.09686593,0.191966861
1.09686593,0.191966861
1.09686593,0.191966861
1.09686593,0.191966861
1.09686593,0.191966861
1.09686593,0.191966861
1.09686593,0.191966861
1.09686593,0.191966861
1.049339613,0.182184342
1.049339613,0.182184342
1.049339613,0.182184342
1.049339613,0.182184342
1.049339613,0.182184342
1.049339613,0.182184342
1.049339613,0.182184342
1.049339613,0.182184342
1.049339613,0.182184342
1.049339613,0.182184342
0.902771208,0.256290744
0.902771208,0.256290744
0.902771208,0.256290744
0.902771208,0.256290744
0.902771208,0.256290744
0.902771208,0.256290744
0.902771208,0.256290744
0.902771208,0.256290744
0.902771208,0.256290744
0.902771208,0.256290744
0.875097782,0.344327196
0.875097782,0.344327196
0.875097782,0.344327196
0.875097782,0.344327196
0.875097782,0.344327196
0.875097782,0.344327196
0.875097782,0.344327196
0.875097782,0.344327196
0.875097782,0.344327196
0.875097782,0.344327196
1.096666588,0.312685089
1.096666588,0.312685089
1.096666588,0.312685089
1.096666588,0.312685089
1.096666588,0.312685089
1.096666588,0.312685089
1.096666588,0.312685089
1.096666588,0.312685089
1.096666588,0.312685089
1.096666588,0.312685089
0.998150941,0.361299931
0.998150941,0.361299931
0.998150941,0.361299931
0.998150941,0.361299931
0.998150941,0.361299931
0.998150941,0.361299931
0.998150941,0.361299931
0.998150941,0.361299931
0.998150941,0.361299931
0.998150941,0.361299931
0.858204578,0.443514741
0.858204578,0.443514741
0.858204578,0.443514741
0.858204578,0.443514741
0.858204578,0.443514741
0.858204578,0.443514741
0.858204578,0.443514741
0.858204578,0.443514741
0.858204578,0.443514741
0.858204578,0.443514741
1.516316263,1.172760643
1.516316263,1.172760643
1.516316263,1.172760643
1.516316263,1.172760643
1.516316263,1.172760643
1.516316263,1.172760643
1.516316263,1.172760643
1.516316263,1.172760643
1.516316263,1.172760643
1.516316263,1.172760643
2.864115206,1.786602594
2.864115206,1.786602594
2.864115206,1.786602594
2.864115206,1.786602594
2.864115206,1.786602594
2.864115206,1.786602594
2.864115206,1.786602594
2.864115206,1.786602594
2.864115206,1.786602594
2.864115206,1.786602594
2.148274606,1.163254377
2.148274606,1.163254377
2.148274606,1.163254377
2.148274606,1.163254377
2.148274606,1.163254377
2.148274606,1.163254377
2.148274606,1.163254377
2.148274606,1.163254377
2.148274606,1.163254377
2.148274606,1.163254377
3.174493111,1.45032954
3.174493111,1.45032954
3.174493111,1.45032954
3.174493111,1.45032954
