eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std
0.01448404,0.002953846,0.010035842,0.0048721,0.024512525,0.012826059,0.013381623,0.003100228,0.013094575,0.002857996
0.01448404,0.002953846,0.010035842,0.0048721,0.024512525,0.012826059,0.013381623,0.003100228,0.013094575,0.002857996
0.01448404,0.002953846,0.010035842,0.0048721,0.024512525,0.012826059,0.013381623,0.003100228,0.013094575,0.002857996
0.01448404,0.002953846,0.010035842,0.0048721,0.024512525,0.012826059,0.013381623,0.003100228,0.013094575,0.002857996
0.01448404,0.002953846,0.010035842,0.0048721,0.024512525,0.012826059,0.013381623,0.003100228,0.013094575,0.002857996
0.01448404,0.002953846,0.010035842,0.0048721,0.024512525,0.012826059,0.013381623,0.003100228,0.013094575,0.002857996
0.01448404,0.002953846,0.010035842,0.0048721,0.024512525,0.012826059,0.013381623,0.003100228,0.013094575,0.002857996
0.01448404,0.002953846,0.010035842,0.0048721,0.024512525,0.012826059,0.013381623,0.003100228,0.013094575,0.002857996
0.01448404,0.002953846,0.010035842,0.0048721,0.024512525,0.012826059,0.013381623,0.003100228,0.013094575,0.002857996
0.01448404,0.002953846,0.010035842,0.0048721,0.024512525,0.012826059,0.013381623,0.003100228,0.013094575,0.002857996
0.013954487,0.00392053,0.01460933,0.009635965,0.022754107,0.02002746,0.013725866,0.003178613,0.011244804,0.005386083
0.013954487,0.00392053,0.01460933,0.009635965,0.022754107,0.02002746,0.013725866,0.003178613,0.011244804,0.005386083
0.013954487,0.00392053,0.01460933,0.009635965,0.022754107,0.02002746,0.013725866,0.003178613,0.011244804,0.005386083
0.013954487,0.00392053,0.01460933,0.009635965,0.022754107,0.02002746,0.013725866,0.003178613,0.011244804,0.005386083
0.013954487,0.00392053,0.01460933,0.009635965,0.022754107,0.02002746,0.013725866,0.003178613,0.011244804,0.005386083
0.013954487,0.00392053,0.01460933,0.009635965,0.022754107,0.02002746,0.013725866,0.003178613,0.011244804,0.005386083
0.013954487,0.00392053,0.01460933,0.009635965,0.022754107,0.02002746,0.013725866,0.003178613,0.011244804,0.005386083
0.013954487,0.00392053,0.01460933,0.009635965,0.022754107,0.02002746,0.013725866,0.003178613,0.011244804,0.005386083
0.013954487,0.00392053,0.01460933,0.009635965,0.022754107,0.02002746,0.013725866,0.003178613,0.011244804,0.005386083
0.013954487,0.00392053,0.01460933,0.009635965,0.022754107,0.02002746,0.013725866,0.003178613,0.011244804,0.005386083
0.014170359,0.004532569,0.027446317,0.01646008,0.012789072,0.004272414,0.014567871,0.003804655,0.015177915,0.003830328
0.014170359,0.004532569,0.027446317,0.01646008,0.012789072,0.004272414,0.014567871,0.003804655,0.015177915,0.003830328
0.014170359,0.004532569,0.027446317,0.01646008,0.012789072,0.004272414,0.014567871,0.003804655,0.015177915,0.003830328
0.014170359,0.004532569,0.027446317,0.01646008,0.012789072,0.004272414,0.014567871,0.003804655,0.015177915,0.003830328
0.014170359,0.004532569,0.027446317,0.01646008,0.012789072,0.004272414,0.014567871,0.003804655,0.015177915,0.003830328
0.014170359,0.004532569,0.027446317,0.01646008,0.012789072,0.004272414,0.014567871,0.003804655,0.015177915,0.003830328
0.014170359,0.004532569,0.027446317,0.01646008,0.012789072,0.004272414,0.014567871,0.003804655,0.015177915,0.003830328
0.014170359,0.004532569,0.027446317,0.01646008,0.012789072,0.004272414,0.014567871,0.003804655,0.015177915,0.003830328
0.014170359,0.004532569,0.027446317,0.01646008,0.012789072,0.004272414,0.014567871,0.003804655,0.015177915,0.003830328
