eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std,eval/Rewards Mean,eval/Rewards Std
0.012925509,0.002203857,0.014109267,0.002268084,0.013806585,0.002937288,0.014064565,0.00259755,0.01408682,0.002671276
0.012925509,0.002203857,0.014109267,0.002268084,0.013806585,0.002937288,0.014064565,0.00259755,0.01408682,0.002671276
0.012925509,0.002203857,0.014109267,0.002268084,0.013806585,0.002937288,0.014064565,0.00259755,0.01408682,0.002671276
0.012925509,0.002203857,0.014109267,0.002268084,0.013806585,0.002937288,0.014064565,0.00259755,0.01408682,0.002671276
0.012925509,0.002203857,0.014109267,0.002268084,0.013806585,0.002937288,0.014064565,0.00259755,0.01408682,0.002671276
0.012925509,0.002203857,0.014109267,0.002268084,0.013806585,0.002937288,0.014064565,0.00259755,0.01408682,0.002671276
0.012925509,0.002203857,0.014109267,0.002268084,0.013806585,0.002937288,0.014064565,0.00259755,0.01408682,0.002671276
0.012925509,0.002203857,0.014109267,0.002268084,0.013806585,0.002937288,0.014064565,0.00259755,0.01408682,0.002671276
0.012925509,0.002203857,0.014109267,0.002268084,0.013806585,0.002937288,0.014064565,0.00259755,0.01408682,0.002671276
0.012925509,0.002203857,0.014109267,0.002268084,0.013806585,0.002937288,0.014064565,0.00259755,0.01408682,0.002671276
0.014448824,0.002434274,0.014456534,0.002765207,0.013480286,0.00232072,0.01395388,0.002198784,0.014849672,0.002141469
0.014448824,0.002434274,0.014456534,0.002765207,0.013480286,0.00232072,0.01395388,0.002198784,0.014849672,0.002141469
0.014448824,0.002434274,0.014456534,0.002765207,0.013480286,0.00232072,0.01395388,0.002198784,0.014849672,0.002141469
0.014448824,0.002434274,0.014456534,0.002765207,0.013480286,0.00232072,0.01395388,0.002198784,0.014849672,0.002141469
0.014448824,0.002434274,0.014456534,0.002765207,0.013480286,0.00232072,0.01395388,0.002198784,0.014849672,0.002141469
0.014448824,0.002434274,0.014456534,0.002765207,0.013480286,0.00232072,0.01395388,0.002198784,0.014849672,0.002141469
0.014448824,0.002434274,0.014456534,0.002765207,0.013480286,0.00232072,0.01395388,0.002198784,0.014849672,0.002141469
0.014448824,0.002434274,0.014456534,0.002765207,0.013480286,0.00232072,0.01395388,0.002198784,0.014849672,0.002141469
0.014448824,0.002434274,0.014456534,0.002765207,0.013480286,0.00232072,0.01395388,0.002198784,0.014849672,0.002141469
0.014448824,0.002434274,0.014456534,0.002765207,0.013480286,0.00232072,0.01395388,0.002198784,0.014849672,0.002141469
0.014429642,0.002196645,0.014199655,0.002282146,0.014360713,0.002136008,0.013377779,0.002513395,0.013915378,0.002078362
0.014429642,0.002196645,0.014199655,0.002282146,0.014360713,0.002136008,0.013377779,0.002513395,0.013915378,0.002078362
0.014429642,0.002196645,0.014199655,0.002282146,0.014360713,0.002136008,0.013377779,0.002513395,0.013915378,0.002078362
0.014429642,0.002196645,0.014199655,0.002282146,0.014360713,0.002136008,0.013377779,0.002513395,0.013915378,0.002078362
0.014429642,0.002196645,0.014199655,0.002282146,0.014360713,0.002136008,0.013377779,0.002513395,0.013915378,0.002078362
0.014429642,0.002196645,0.014199655,0.002282146,0.014360713,0.002136008,0.013377779,0.002513395,0.013915378,0.002078362
0.014429642,0.002196645,0.014199655,0.002282146,0.014360713,0.002136008,0.013377779,0.002513395,0.013915378,0.002078362
0.014429642,0.002196645,0.014199655,0.002282146,0.014360713,0.002136008,0.013377779,0.002513395,0.013915378,0.002078362
0.014429642,0.002196645,0.014199655,0.002282146,0.014360713,0.002136008,0.013377779,0.002513395,0.013915378,0.002078362
0.014429642,0.002196645,0.014199655,0.002282146,0.014360713,0.002136008,0.013377779,0.002513395,0.013915378,0.002078362
0.058662864,0.052626984,0.015082081,0.002087413,0.013420356,0.002167737,0.013545542,0.002063262,0.014219029,0.002640575
0.058662864,0.052626984,0.015082081,0.002087413,0.013420356,0.002167737,0.013545542,0.002063262,0.014219029,0.002640575
0.058662864,0.052626984,0.015082081,0.002087413,0.013420356,0.002167737,0.013545542,0.002063262,0.014219029,0.002640575
0.058662864,0.052626984,0.015082081,0.002087413,0.013420356,0.002167737,0.013545542,0.002063262,0.014219029,0.002640575
0.058662864,0.052626984,0.015082081,0.002087413,0.013420356,0.002167737,0.013545542,0.002063262,0.014219029,0.002640575
0.058662864,0.052626984,0.015082081,0.002087413,0.013420356,0.002167737,0.013545542,0.002063262,0.014219029,0.002640575
0.058662864,0.052626984,0.015082081,0.002087413,0.013420356,0.002167737,0.013545542,0.002063262,0.014219029,0.002640575
0.058662864,0.052626984,0.015082081,0.002087413,0.013420356,0.002167737,0.013545542,0.002063262,0.014219029,0.002640575
0.058662864,0.052626984,0.015082081,0.002087413,0.013420356,0.002167737,0.013545542,0.002063262,0.014219029,0.002640575
0.058662864,0.052626984,0.015082081,0.002087413,0.013420356,0.002167737,0.013545542,0.002063262,0.014219029,0.002640575
0.063141766,0.062303412,0.013365423,0.002735024,0.014147616,0.002420607,0.06023887,0.055007859,0.355423768,0.556778132
0.063141766,0.062303412,0.013365423,0.002735024,0.014147616,0.002420607,0.06023887,0.055007859,0.355423768,0.556778132
0.063141766,0.062303412,0.013365423,0.002735024,0.014147616,0.002420607,0.06023887,0.055007859,0.355423768,0.556778132
0.063141766,0.062303412,0.013365423,0.002735024,0.014147616,0.002420607,0.06023887,0.055007859,0.355423768,0.556778132
0.063141766,0.062303412,0.013365423,0.002735024,0.014147616,0.002420607,0.06023887,0.055007859,0.355423768,0.556778132
0.063141766,0.062303412,0.013365423,0.002735024,0.014147616,0.002420607,0.06023887,0.055007859,0.355423768,0.556778132
0.063141766,0.062303412,0.013365423,0.002735024,0.014147616,0.002420607,0.06023887,0.055007859,0.355423768,0.556778132
0.063141766,0.062303412,0.013365423,0.002735024,0.014147616,0.002420607,0.06023887,0.055007859,0.355423768,0.556778132
0.063141766,0.062303412,0.013365423,0.002735024,0.014147616,0.002420607,0.06023887,0.055007859,0.355423768,0.556778132
0.063141766,0.062303412,0.013365423,0.002735024,0.014147616,0.002420607,0.06023887,0.055007859,0.355423768,0.556778132
0.06682577,0.063641778,0.014153056,0.00259105,0.051085105,0.053266338,0.097541611,0.160411829,0.338200583,0.473351516
0.06682577,0.063641778,0.014153056,0.00259105,0.051085105,0.053266338,0.097541611,0.160411829,0.338200583,0.473351516
0.06682577,0.063641778,0.014153056,0.00259105,0.051085105,0.053266338,0.097541611,0.160411829,0.338200583,0.473351516
0.06682577,0.063641778,0.014153056,0.00259105,0.051085105,0.053266338,0.097541611,0.160411829,0.338200583,0.473351516
0.06682577,0.063641778,0.014153056,0.00259105,0.051085105,0.053266338,0.097541611,0.160411829,0.338200583,0.473351516
0.06682577,0.063641778,0.014153056,0.00259105,0.051085105,0.053266338,0.097541611,0.160411829,0.338200583,0.473351516
0.06682577,0.063641778,0.014153056,0.00259105,0.051085105,0.053266338,0.097541611,0.160411829,0.338200583,0.473351516
0.06682577,0.063641778,0.014153056,0.00259105,0.051085105,0.053266338,0.097541611,0.160411829,0.338200583,0.473351516
0.06682577,0.063641778,0.014153056,0.00259105,0.051085105,0.053266338,0.097541611,0.160411829,0.338200583,0.473351516
0.06682577,0.063641778,0.014153056,0.00259105,0.051085105,0.053266338,0.097541611,0.160411829,0.338200583,0.473351516
0.070225314,0.065335774,0.013805632,0.002423337,0.065283486,0.170154575,0.155088852,0.19599824,0.408264449,0.523301543
0.070225314,0.065335774,0.013805632,0.002423337,0.065283486,0.170154575,0.155088852,0.19599824,0.408264449,0.523301543
0.070225314,0.065335774,0.013805632,0.002423337,0.065283486,0.170154575,0.155088852,0.19599824,0.408264449,0.523301543
0.070225314,0.065335774,0.013805632,0.002423337,0.065283486,0.170154575,0.155088852,0.19599824,0.408264449,0.523301543
0.070225314,0.065335774,0.013805632,0.002423337,0.065283486,0.170154575,0.155088852,0.19599824,0.408264449,0.523301543
0.070225314,0.065335774,0.013805632,0.002423337,0.065283486,0.170154575,0.155088852,0.19599824,0.408264449,0.523301543
0.070225314,0.065335774,0.013805632,0.002423337,0.065283486,0.170154575,0.155088852,0.19599824,0.408264449,0.523301543
0.070225314,0.065335774,0.013805632,0.002423337,0.065283486,0.170154575,0.155088852,0.19599824,0.408264449,0.523301543
0.070225314,0.065335774,0.013805632,0.002423337,0.065283486,0.170154575,0.155088852,0.19599824,0.408264449,0.523301543
0.070225314,0.065335774,0.013805632,0.002423337,0.065283486,0.170154575,0.155088852,0.19599824,0.408264449,0.523301543
0.039256131,0.023954817,0.014180331,0.002363733,0.38188452,0.565418463,0.253382765,0.54508917,0.441515311,0.583704001
0.039256131,0.023954817,0.014180331,0.002363733,0.38188452,0.565418463,0.253382765,0.54508917,0.441515311,0.583704001
0.039256131,0.023954817,0.014180331,0.002363733,0.38188452,0.565418463,0.253382765,0.54508917,0.441515311,0.583704001
0.039256131,0.023954817,0.014180331,0.002363733,0.38188452,0.565418463,0.253382765,0.54508917,0.441515311,0.583704001
0.039256131,0.023954817,0.014180331,0.002363733,0.38188452,0.565418463,0.253382765,0.54508917,0.441515311,0.583704001
0.039256131,0.023954817,0.014180331,0.002363733,0.38188452,0.565418463,0.253382765,0.54508917,0.441515311,0.583704001
0.039256131,0.023954817,0.014180331,0.002363733,0.38188452,0.565418463,0.253382765,0.54508917,0.441515311,0.583704001
0.039256131,0.023954817,0.014180331,0.002363733,0.38188452,0.565418463,0.253382765,0.54508917,0.441515311,0.583704001
0.039256131,0.023954817,0.014180331,0.002363733,0.38188452,0.565418463,0.253382765,0.54508917,0.441515311,0.583704001
0.039256131,0.023954817,0.014180331,0.002363733,0.38188452,0.565418463,0.253382765,0.54508917,0.441515311,0.583704001
0.126182768,0.083874526,0.013414225,0.002571471,0.130171073,0.174305218,0.28797983,0.356129379,0.509115274,0.603159489
0.126182768,0.083874526,0.013414225,0.002571471,0.130171073,0.174305218,0.28797983,0.356129379,0.509115274,0.603159489
0.126182768,0.083874526,0.013414225,0.002571471,0.130171073,0.174305218,0.28797983,0.356129379,0.509115274,0.603159489
0.126182768,0.083874526,0.013414225,0.002571471,0.130171073,0.174305218,0.28797983,0.356129379,0.509115274,0.603159489
0.126182768,0.083874526,0.013414225,0.002571471,0.130171073,0.174305218,0.28797983,0.356129379,0.509115274,0.603159489
0.126182768,0.083874526,0.013414225,0.002571471,0.130171073,0.174305218,0.28797983,0.356129379,0.509115274,0.603159489
0.126182768,0.083874526,0.013414225,0.002571471,0.130171073,0.174305218,0.28797983,0.356129379,0.509115274,0.603159489
0.126182768,0.083874526,0.013414225,0.002571471,0.130171073,0.174305218,0.28797983,0.356129379,0.509115274,0.603159489
0.126182768,0.083874526,0.013414225,0.002571471,0.130171073,0.174305218,0.28797983,0.356129379,0.509115274,0.603159489
0.126182768,0.083874526,0.013414225,0.002571471,0.130171073,0.174305218,0.28797983,0.356129379,0.509115274,0.603159489
